,reviews,cleaned_reviews,sentiment_score
335,"✅ Trip Verified | The check-in process was smooth. I got access to the IGA Lounge which was nice, but not as nice has the Turkish Airlines Lounge. On board was what all this flight was about. This was my first time flying Intra-European Business Class, and though I was well prepared, I still found it underwhelming. First, the seat is just a normal economy seat, with the middle seat blocked off. There is no personal IFE, so basically no entertainment for a 3-hour flight. Meal service was very slow, and by the time it reached half of the business class cabin, one of the 2 choices ran out, plus the meal was not as good as the economy meal I got on my Turkish Airlines flight a few days ago. I could see that staff did their best, but since there were 32 business class passengers on a single aisle aircraft with a small galley, there was so much they could do. Also, the 32 passengers shared one single WC, meaning a long line for the bath room, something I have rarely seen in business class. Arrived at LHR, we did not get a contact gate, but the thing was that there was no bus either, and the crew announced that they had no idea when the bus would come. It finally came, of course, and the delay was more on the airport than the airline, but since BA is the main operator at Heathrow T5, such things will affect their reputation.",checkin process smooth got access iga lounge nice nice turkish airlines lounge board flight first time flying intraeuropean business class though well prepared still found underwhelming first seat normal economy seat middle seat blocked personal ife basically entertainment hour flight meal service slow time reached half business class cabin one  choices ran plus meal good economy meal got turkish airlines flight days ago could see staff best since  business class passengers single aisle aircraft small galley much could also  passengers shared one single wc meaning long line bath room something rarely seen business class arrived lhr get contact gate thing bus either crew announced idea bus would come finally came course delay airport airline since ba main operator heathrow things affect reputation,positive
336,"✅ Trip Verified | This is my first time flying BA's new Club Suite, which, in my opinion, is very good. Flight to the US, including mine, departed from concourse C of Terminal 5 which did not have many shopping or dining options. However, it was quiet so finding seating was quite easy. The highlight is the Club Suite, which is spacious and provides a great deal of privacy. Meal service was slow, and everything was served on one tray, all at once. I think now is the time for them to begin to get back to pre-pandemic standard. At least the food tasted good, which was not something I previously experienced on BA flights, even in First Class.",first time flying bas new club suite opinion good flight us including mine departed concourse c terminal  many shopping dining options however quiet finding seating quite easy highlight club suite spacious provides great deal privacy meal service slow everything served one tray think time begin get back prepandemic standard least food tasted good something previously experienced ba flights even first class,positive
337,"✅ Trip Verified |  My 7am flight for a conference in June was cancelled with less than 12h notice - without being given any alternative flight or rebook me upon alternative flight. Upon calling customer service, customer service who said she can only get me a flight 2 days later. They did not work with me as I miss 2 days of conference. They asked me to travel to a different airport in Sweden (Stockholm); which I reluctantly agreed to as I was not given any other choice - but I had to pay for that domestic flight myself. Upon reaching the Gothenburg airport on the day of departure, I saw a direct flight to Heathrow, called customer service and was told there is 1 seat available. So I changed to 8.15am from Gothenburg - Heathrow - Jersey. However, at this point BA told me I have to pay a fee of GBP 710 as I “changed my flight a 2nd time”.  I find it a disgrace that BA charge a fee to change a flight that they cancelled, and they were unable to give alternative options to reach my destination in for the conference. BA proposed that I travel to another airport in Sweden at my own expense. I have since contacted BA for the legal compensation I’m entitled to according to UK law, but I got a rejection as they claim I arranged my own travel to my destination. If I have a choice, I will never travel BA again. Such awful customer service and complete lack of understanding of customer needs.",flight conference june cancelled less h notice  without given alternative flight rebook upon alternative flight upon calling customer service customer service said get flight  days later work miss  days conference asked travel different airport sweden stockholm reluctantly agreed given choice  pay domestic flight upon reaching gothenburg airport day departure saw direct flight heathrow called customer service told  seat available changed gothenburg  heathrow  jersey however point ba told pay fee gbp  “changed flight nd time”  find disgrace ba charge fee change flight cancelled unable give alternative options reach destination conference ba proposed travel another airport sweden expense since contacted ba legal compensation i’m entitled according uk law got rejection claim arranged travel destination choice never travel ba awful customer service complete lack understanding customer needs,positive
338,"Not Verified |  I would like to thank all the air and cabin crew for having the best experience with a very long journey! I don’t know how you manage to keep smiling. Couldn’t fault anything. Helpful, reassuring, excellent food and I can’t wait to fly again. Thank you and I really appreciated you.",would like thank air cabin crew best experience long journey don’t know manage keep smiling couldn’t fault anything helpful reassuring excellent food can’t wait fly thank really appreciated,positive
339,"✅ Trip Verified |  British Airways personnel was just magnificent. My flight into London was delayed, security had long lines, I ran like a madman to find the gate closed but the plane was still there… the lady at the gate worked the computer at 200 miles an hour to allow me to board (the software program was already closed). This while the flight manager, who came towards the gate, urging her to make a decision since the plane was about to loose its take off spot in line. I was sweating from the run, still out of breath while she handed me my passport giving me the green light to board. I bolted again into the plane feeling bad that I did not personally thank her for her magic. I really hope she gets recognized by British Airways for her performance. Thank you for all you do !",british airways personnel magnificent flight london delayed security long lines ran like madman find gate closed plane still there… lady gate worked computer  miles hour allow board software program already closed flight manager came towards gate urging make decision since plane loose take spot line sweating run still breath handed passport giving green light board bolted plane feeling bad personally thank magic really hope gets recognized british airways performance thank ,positive
340,Not Verified |  Good flight apart from my seat fabric was coming apart on39J and lack of good leg room. Meal was good from Singapore. Should be more snacks on board. My neighbours passenger charger and headphone socket didn’t work.,good flight apart seat fabric coming apart onj lack good leg room meal good singapore snacks board neighbours passenger charger headphone socket didn’t work,positive
341,✅ Trip Verified |  Flight was 1 hour late leaving gate. Crew were friendly. Seats comfortable. But the complimentary snack provided was a bag of ready salted crisps.,flight  hour late leaving gate crew friendly seats comfortable complimentary snack provided bag ready salted crisps,positive
342,"✅ Trip Verified |  London to Istanbul. British Airways Business Class rows comprise of three seats with the middle seat empty. Front rows about 5-7 are considered as Business Class, with very short leg space.  No pillows, no blanket, horrible inflight service, staff were harassing me. No curtesy for business Class check-in while waiting for flights. ",london istanbul british airways business class rows comprise three seats middle seat empty front rows  considered business class short leg space  pillows blanket horrible inflight service staff harassing curtesy business class checkin waiting flights ,negative
343,Not Verified | London to Manchester. British Airways is probably the worst air company I have ever flown with they took 2 hours to unload the luggage and the flight was delayed by an hour. The staff were no help and frankly rude.,london manchester british airways probably worst air company ever flown took  hours unload luggage flight delayed hour staff help frankly rude,negative
344,Not Verified |  Flight was cancelled at the last minute due to “weather” despite pretty much all other flights not being affected. Booked onto a flight the next day. Arrived at the airport 2.5 hours ahead T5. Horrendous check-in and security delays meant we almost missed the new flight. The flight was fine once we got on it but the damage was done.,flight cancelled last minute due “weather” despite pretty much flights affected booked onto flight next day arrived airport  hours ahead horrendous checkin security delays meant almost missed new flight flight fine got damage done,positive
345,"✅ Trip Verified |  After having a few not so good experiences in the past, I feel I have to write a positive review as well where it is deserved. First of all, the improvement in the BA lounge in Gatwick is massive. The buffet was a joy. We flew on a BA flight but operated by Iberia Express. Wonderful staff and the food was exceptional. Whoever brought in this change of food supplier ... congratulations! Also may I add that this time business class was not 11 rows like last time, but 5 rows which was definitely a big improvement and could be felt in a much more attentive service. I am still not clear on luggage being labelled ""priority"". The luggage certainly does not come out first in the destination airports.",good experiences past feel write positive review well deserved first improvement ba lounge gatwick massive buffet joy flew ba flight operated iberia express wonderful staff food exceptional whoever brought change food supplier  congratulations also may add time business class  rows like last time  rows definitely big improvement could felt much attentive service still clear luggage labelled priority luggage certainly come first destination airports,positive
346,"Not Verified |  This review is for BA booking system not a flight . Today I clicked wrong date on line, my mistake and expect to pay a fee. I then go to “cancel booking” and click on the option to not receive a voucher, immediately I received a response saying my voucher is on its way. I call them and speak to a gentleman who continuously spoke over me and would not listen to my concerns and eventually I give up and want to book a new flight, obviously at a much higher price but using the voucher I didn’t want. However to my surprise I am unable to use this voucher because they can’t tell me what it is until I receive it at a point in the future that they can’t say when. So they now have my money and I have to re-book at full cost. In the end in order to get me off the phone they hung up.",review ba booking system flight  today clicked wrong date line mistake expect pay fee go “cancel booking” click option receive voucher immediately received response saying voucher way call speak gentleman continuously spoke would listen concerns eventually give want book new flight obviously much higher price using voucher didn’t want however surprise unable use voucher can’t tell receive point future can’t say money rebook full cost end order get phone hung,negative
347,✅ Trip Verified |  Manchester to Seattle via London. I will never fly BA again. They cancelled my return flight from Heathrow back to Manchester and then cancelled the alternative offered. We had to get our son come all the way to London to pick us up and take us to our car in Manchester. The food was terrible and on the return journey as soon as they had finished serving they were round taking our trays so that they could settle down for the night. I will not be flying BA again,manchester seattle via london never fly ba cancelled return flight heathrow back manchester cancelled alternative offered get son come way london pick us take us car manchester food terrible return journey soon finished serving round taking trays could settle night flying ba,negative
348,"✅ Trip Verified |  Our flight in March 2022 from San Francisco to London on 28th March was cancelled with 3 hours’ notice. We found out on the shuttle bus to the airport. We had to stay overnight for the next day flight. We still have not been recompensed for our expenses (filled in on line) and have received no replies on follow-ups. It is the usual 30 min or longer time to wait on customer service picking up. During this trip, we had to re-schedule a return flight (my wife was ill). This should not have been a problem as the flights were re-bookable. We were given a voucher. This voucher was only bookable by phone. When I phoned to rebook, we got the automated voice saying BA were not taking flight bookings by phone. You can see the problem - how do a use a voucher where I must phone and they are not taking phone bookings ? All I have been offered is another voucher. The time to use has passed. It must be great to be a business that can print endless A4 vouchers and not return money paid for services not rendered. We returned home with Aer Lingus with no drama.",flight march  san francisco london th march cancelled  hours’ notice found shuttle bus airport stay overnight next day flight still recompensed expenses filled line received replies followups usual  min longer time wait customer service picking trip reschedule return flight wife ill problem flights rebookable given voucher voucher bookable phone phoned rebook got automated voice saying ba taking flight bookings phone see problem  use voucher must phone taking phone bookings  offered another voucher time use passed must great business print endless vouchers return money paid services rendered returned home aer lingus drama,positive
349,"Not Verified |  I sat in seat 25C. Our Cabin Crew lady was called Gina and she went above and beyond to keep the customers happy. She greeted us as we boarded with a very cheery smile, she engaged with two families travelling with young children and gave out games and books. Her trolley service was excellent and she took great care in what she was doing. She had time for a quick chat and I think she said she was half German and half Bulgarian, a really lovely young lady who is a credit to British Airways.",sat seat c cabin crew lady called gina went beyond keep customers happy greeted us boarded cheery smile engaged two families travelling young children gave games books trolley service excellent took great care time quick chat think said half german half bulgarian really lovely young lady credit british airways,positive
350,"✅ Trip Verified |  Full afternoon flight. Ready to fly on time. Arrived early. Uneventful flight. Good service. Pre dinner drinks. Drink with meal. Coffee, Drinks available at back. AVML meal was tasty. Hard working crew on a full flight. Audio worked well.",full afternoon flight ready fly time arrived early uneventful flight good service pre dinner drinks drink meal coffee drinks available back avml meal tasty hard working crew full flight audio worked well,positive
351,"✅ Trip Verified |  I was told I'd require a 48 hr negative covid test for entry into Philippines. Booked my trip via BA.com, with a transfer in Singapore. They delay my transfer to the next day, okay, not too bothered as have my 48 hr negative covid test, but when I try to check in at Changi Airport, the Philippines Airlines check in staff require a 24 hr negative covid test. Had to rush to a different terminal, get tested, wait for the result, rush back to check in ...the gate had closed.  Had to book an extra night in Singapore hotel, book my own flight to Manila, then also the return journey back to London. If one misses one leg of a BA booked flight, the remaining flights get cancelled.  I discovered Oman Air Business Class and better then British Airways, from treating their customers, quality of service, the business class experience.",told id require  hr negative covid test entry philippines booked trip via bacom transfer singapore delay transfer next day okay bothered  hr negative covid test try check changi airport philippines airlines check staff require  hr negative covid test rush different terminal get tested wait result rush back check gate closed  book extra night singapore hotel book flight manila also return journey back london one misses one leg ba booked flight remaining flights get cancelled  discovered oman air business class better british airways treating customers quality service business class experience,positive
352,"✅ Trip Verified |  Having been promised help to find a hotel room after an outgoing flight from Heathrow was running very late and my hotel would be closed, I boarded the plane on this basis. I was subsequently dumped at Barcelona airport at 0038 to sleep the night on the floor. There was no help at there to find a hotel. I have MS and can't walk without help, BA did nothing, their partners Iberia did nothing. At about 3 am some kind people helped me to an more secure area and toilet and got me some sandwiches. I lost my holiday, my hotel booking, and my music course. BA insist it's not their fault it's the hotels for closing. I would not have got on the plane had I known. I found out I could go to arbitration. BA now say they will withdraw the 'offer' of expenses if I do. Their policy of refusing all compensation for what would have been a dreadful experience for any passenger, is bad enough. For someone who is not mobile, it seems to have ditched the specific responsibilities of Duty of Care and towards Disabled Passengers. So for people with disabilities it's just not worth the risk of travelling with BA.",promised help find hotel room outgoing flight heathrow running late hotel would closed boarded plane basis subsequently dumped barcelona airport  sleep night floor help find hotel ms cant walk without help ba nothing partners iberia nothing  kind people helped secure area toilet got sandwiches lost holiday hotel booking music course ba insist fault hotels closing would got plane known found could go arbitration ba say withdraw offer expenses policy refusing compensation would dreadful experience passenger bad enough someone mobile seems ditched specific responsibilities duty care towards disabled passengers people disabilities worth risk travelling ba,negative
353,"✅ Trip Verified |  I am a business class customer. British Airways cancelled my return flight and chose an alternative flight with 3 stops. After I complained, they changed the date. When I told them the date would not work, they attempted to charge me additional $5,000 for the change. I submitted a complaint and have not heard anything.  If you try to reach out, no chance.",business class customer british airways cancelled return flight chose alternative flight  stops complained changed date told date would work attempted charge additional  change submitted complaint heard anything  try reach chance,negative
354,"✅ Trip Verified |  Barbara Collins was super helpful. My boyfriend & I booked flights separately thinking we were on the same one but we found out at check in that he was on separate, slightly later one. Barbara was able to make some changes to ensure we flew together & even managed to put us sitting together! Much appreciate BA! We had a terrific flight over. Food, drinks & nibbles were great & staff were so friendly. Looking forward to returning home with BA.",barbara collins super helpful boyfriend  booked flights separately thinking one found check separate slightly later one barbara able make changes ensure flew together  even managed put us sitting together much appreciate ba terrific flight food drinks  nibbles great  staff friendly looking forward returning home ba,positive
355,"Not Verified |  My husband, parents who are in their 80’s and I were traveling back to NY from Naples, Italy and had a stopover at Heathrow, London. Let me just say we were not happy when we arrived late to London and missed our connecting flight back to NY. The reason writing this review is the great customer service that Kashmir Dhami gave us. She was very helpful in booking all four of us on the same flight the very next day, which was very hard to do because we all had different bookings so it just made it all so difficult, but she got it done! She is so kind and is amazing at her job.",husband parents ’s traveling back ny naples italy stopover heathrow london let say happy arrived late london missed connecting flight back ny reason writing review great customer service kashmir dhami gave us helpful booking four us flight next day hard different bookings made difficult got done kind amazing job,positive
356,"Not Verified |  On our recommendation my son and his young family (child 4 and baby 9 months) and wife, flew BA to the USA from Cape Town, leaving yesterday evening. Just got off the call with him, after their arrival at Heathrow. Shocked at what he told us re the cabin service provided (or not!!) especially as my wife and I have used them many times a year for + 20 years of business flights from RSA, this our recommendation to him to use them for his holiday. My grandson had a coughing fit, so they asked (bell push) 4 times for glass of water - all ignored. Last one was told ""wait till drinks are served!"" Then when evening meal served - no food available for the 4 year old, which was pre-ordered online, they said nothing available and when my son explained it had been pre-ordered - the cabin staff supervisors response - ""prove it Sir"", that sealed it for us, if that’s the BA response to what’s seen as cattle class - it will permeate to our normal travel class, so our next booking will be an alternate.",recommendation son young family child  baby  months wife flew ba usa cape town leaving yesterday evening got call arrival heathrow shocked told us cabin service provided especially wife used many times year   years business flights rsa recommendation use holiday grandson coughing fit asked bell push  times glass water  ignored last one told wait till drinks served evening meal served  food available  year old preordered online said nothing available son explained preordered  cabin staff supervisors response  prove sir sealed us that’s ba response what’s seen cattle class  permeate normal travel class next booking alternate,positive
357,"Not Verified |  We had a nice flight. pushed-off exactly on time. Cabin crew very efficient in all things; friendly for the most part as well. Dinner (hot!) and complimentary wine served in premium economy very good. Do avoid middle seats though, even in premium economy. Only issue was with indifferent/non-helpful BA call center who refused to honor one world status to select seat choice in advance. Nice start to a 3 week trip to England.",nice flight pushedoff exactly time cabin crew efficient things friendly part well dinner hot complimentary wine served premium economy good avoid middle seats though even premium economy issue indifferentnonhelpful ba call center refused honor one world status select seat choice advance nice start  week trip england,positive
358,"✅ Trip Verified |  Holidays ruined, 2 suitcases lost in 2 flights I travelled from London Heathrow to Amsterdam with my brother, before boarding we were told we couldn't take our cabin suitcases with us in the cabin, so they sent them to the cargo. At our arrival in Amsterdam, one of the suitcases was missing, left at London Heathrow, so we had to fill in a report in Amsterdam, this was 3 days ago and we still don't have the suitcase or any information about it. Today I travelled from Amsterdam to London City Airport, again they didn't allow me to board with my cabin suitcase, and when I arrived in London, the suitcase was missing, left in Amsterdam. 2 Suitcases, 2 different flights, they've ruined my holidays. No compensation, no dates on when will I get my property back, no information, lies and more lies.  I was told I could complain online and buy all the things I need, shoes, toiletries, clothes, and I might receive the money back in 30 days! Yes, I might.",holidays ruined  suitcases lost  flights travelled london heathrow amsterdam brother boarding told couldnt take cabin suitcases us cabin sent cargo arrival amsterdam one suitcases missing left london heathrow fill report amsterdam  days ago still dont suitcase information today travelled amsterdam london city airport didnt allow board cabin suitcase arrived london suitcase missing left amsterdam  suitcases  different flights theyve ruined holidays compensation dates get property back information lies lies  told could complain online buy things need shoes toiletries clothes might receive money back  days yes might,positive
359,✅ Trip Verified | Despite BA's promise to credit double tier points for a holiday booked on their website I have received no additional points and my four email communications (including to the Chief Executive) have remained unanswered. Do not be taken in by this marketing con - they just want you to book a holiday and then do not follow up on their promises. Some things just do not change at BA.,despite bas promise credit double tier points holiday booked website received additional points four email communications including chief executive remained unanswered taken marketing con  want book holiday follow promises things change ba,negative
360,"✅ Trip Verified |  Refund process is non responsive I have been following up on my refund since October, 2021 which is 9 months now. I have contacted the customer service deck and sent mails to [email protected] several times and all they tell me is it’s been processed. British Airways customer service is bad and needs to be worked on. Till today I have not received my refund. I am just wondering what is happening!",refund process non responsive following refund since october   months contacted customer service deck sent mails email protected several times tell it’s processed british airways customer service bad needs worked till today received refund wondering happening,negative
361,"✅ Trip Verified |  Customer service is non-existent. For over a week customer service number message said to call back in a couple weeks. Nothing we needed to accomplish could be done on BA.com I was flying to Nairobi to bring my sister back after her husband died suddenly, My sister and husband had tickets on the July 18 from Nairobi to JFK. When BA received the death certificate, they cancelled my sister's ticket, not once but twice. It took almost 5 weeks to correct this incompetence. My niece and my wife were on the phone for hours plus hold times. 8 times we were told by the web help number we would get a return call and no one ever called back. The ticket was in premium economy. When I tried to upgrade to be with my broken- hearted sister, the price was $4029.00 plus a $25.00 service fee. Where is the efficiency? Where is the empathy? Where is the decency? In addition to the stress of losing her husband, my sister had to go through totally unnecessary stress of not having a ticket until 7 days before her flight. Also when I made my reservation, i was given a price and within 10 seconds was told there was a $1400.00 increase. British Airways has taken a nosedive in my opinion. Words simply don't convey my very deep frustration and disappointment with the company",customer service nonexistent week customer service number message said call back couple weeks nothing needed accomplish could done bacom flying nairobi bring sister back husband died suddenly sister husband tickets july  nairobi jfk ba received death certificate cancelled sisters ticket twice took almost  weeks correct incompetence niece wife phone hours plus hold times  times told web help number would get return call one ever called back ticket premium economy tried upgrade broken hearted sister price  plus  service fee efficiency empathy decency addition stress losing husband sister go totally unnecessary stress ticket  days flight also made reservation given price within  seconds told  increase british airways taken nosedive opinion words simply dont convey deep frustration disappointment company,negative
362,"✅ Trip Verified |  Flight on A380 SFO to LHR. Smooth check in at San Francisco. Airport quiet and efficient. Dedicated BA lounge, excellent food and beverage options and attentive staff. Lounge was very crowded though. Minor departure delay and onto A380 upper deck. I prefer the club world cabin on the upper deck as it is very much quieter. Old style product but clean and well maintained. Staff offered a good level of service and reasonable meals. On time arrival, baggage quite slow. A good flight overall.",flight sfo lhr smooth check san francisco airport quiet efficient dedicated ba lounge excellent food beverage options attentive staff lounge crowded though minor departure delay onto upper deck prefer club world cabin upper deck much quieter old style product clean well maintained staff offered good level service reasonable meals time arrival baggage quite slow good flight overall,positive
363,"✅ Trip Verified |  For this 5 hour 15 min flight, you are given a bag of potato chips, and a bottle of water. If you want to purchase more food and drink you do this via their app on your phone. Or like me you can pre-order weeks before you fly. However there is no guarantee you will get your order, mine never came, so after enquiring where the order was, they told me they had food for someone who was not on the plane, that someone was me it turned out. They also managed to lose my luggage.  I am still waiting for them to contact me regarding it. I will never use them again.", hour  min flight given bag potato chips bottle water want purchase food drink via app phone like preorder weeks fly however guarantee get order mine never came enquiring order told food someone plane someone turned also managed lose luggage  still waiting contact regarding never use,positive
364,"✅ Trip Verified |  My wife and I booked a flight in April 2022 that included a return trip from Edinburgh thru London to Washington. When we checked in at Edinburgh Airport 3 hours ahead of time we were informed there were no more seats available on our scheduled flight. We asked how this was possible and were simply told that others had checked in on-line (which we hadn’t done).  We were instructed to come back in 2 hrs and 15 mins, still with our luggage unchecked and not yet going thru security, to see if we could get on the flight via standby. We waited and then finally at 1:15 PM, 45 mins before our scheduled 2:00 PM flight, we were told we could be on the flight and were given boarding passes for the flight to London but no boarding passes for the connecting flight (1:55 mins after arrival time). Our luggage was not checked thru to Washington but only to London. We were told we’d get thru security on time to make the flight and it was suggested that staff would assist us. When we got to Security Check area the line was massively long. We questioned a BA staff member who said we had to get in line like the others. We decided to pay (12 pounds) to go through “Fast Track” Security to make our Flight. We got to the gate in time. Yet, due to a delayed departure caused in part by luggage-space issues on the plane, our flight arrived in London 45 mns late, and after going to the “flight connections” we were told 25 mins before the scheduled departure, with a vague explanation of “there isn’t enough time,” that we could not be given a boarding pass for our flight. We were then directed to baggage claim to retrieve our luggage and then proceed to the check-in area to be rebooked for a later flight. When we got to the check-in counter area a BA staff person, standing at entrance to the check-in line, advised us we should try to call our travel agency to rebook because the line for checking in had not hardly moved in 3 hrs. When we finally got thru on the phone, we were informed that the best BA could do for us was to get us on a flight 5 days later, and then not to our original destination (IAD), but to Baltimore. I was not told or assured I’d be compensated for this extreme expense of staying 5 more days in a hotel - just that I could go to the BA website and make a claim on-line. This ugly experience, still ongoing, has ruined our trip to the UK. ",wife booked flight april  included return trip edinburgh thru london washington checked edinburgh airport  hours ahead time informed seats available scheduled flight asked possible simply told others checked online hadn’t done  instructed come back  hrs  mins still luggage unchecked yet going thru security see could get flight via standby waited finally  pm  mins scheduled  pm flight told could flight given boarding passes flight london boarding passes connecting flight  mins arrival time luggage checked thru washington london told we’d get thru security time make flight suggested staff would assist us got security check area line massively long questioned ba staff member said get line like others decided pay  pounds go “fast track” security make flight got gate time yet due delayed departure caused part luggagespace issues plane flight arrived london  mns late going “flight connections” told  mins scheduled departure vague explanation “there isn’t enough time” could given boarding pass flight directed baggage claim retrieve luggage proceed checkin area rebooked later flight got checkin counter area ba staff person standing entrance checkin line advised us try call travel agency rebook line checking hardly moved  hrs finally got thru phone informed best ba could us get us flight  days later original destination iad baltimore told assured i’d compensated extreme expense staying  days hotel  could go ba website make claim online ugly experience still ongoing ruined trip uk ,positive
365,"Not Verified |  Decent flight and airplane, non existing customer service for refunds and support after delayed flight. Flight on 18th June-2022 from Vancouver to London airport was delayed for roughly 4 hours. We received a 10 CAD voucher for some drinks, this was appreciated. Because of this delay we missed our connecting flight to Amsterdam (from London), within the airplane we have been informed to go towards the British airway information desk to reschedule another flight towards Amsterdam. When we left the airplane in London, there where 3 employees working and a 400 people waiting line. We asked around towards the nice employees British airways have and we have been told this was the only line/desks to get a reschedule for our flight to Amsterdam, so we had to wait and be patient. After 4 hours of waiting and being roughly halfway the line we felt like uninformed cattle in an 4h waiting line with only candy bars and sugar cookies to eat.  At some point after 4 hours they were giving away hotel vouchers and shuttle bus vouchers because we couldn’t sleep/stay at the airport, as we noticed on the website we have been assigned another flight. This flight was about to leave Tuesday morning (it was Sunday 5pm when we arrived in London). This meant we have to spent 2 additional days in London before we were able to fly to the Netherlands. We have been told by the employees we could arrange our own transfer back to the Netherlands and save the receipts, and we will get a refund on the costs (hotel, food, transport) and a refund on the flight for Tuesday as we where not going to take this flight. They released out baggage, gave us a hotel voucher and cancelled the Tuesday flight they gave us. We were going to make our own travel back to the Netherlands. Seems British Airways claims & refund process is non responsive, as we already requested information 2 times for our compensation, but received nothing yet. apart from an automated email saying we could get a small refund based on our missed flight. ",decent flight airplane non existing customer service refunds support delayed flight flight th june vancouver london airport delayed roughly  hours received  cad voucher drinks appreciated delay missed connecting flight amsterdam london within airplane informed go towards british airway information desk reschedule another flight towards amsterdam left airplane london  employees working  people waiting line asked around towards nice employees british airways told linedesks get reschedule flight amsterdam wait patient  hours waiting roughly halfway line felt like uninformed cattle h waiting line candy bars sugar cookies eat  point  hours giving away hotel vouchers shuttle bus vouchers couldn’t sleepstay airport noticed website assigned another flight flight leave tuesday morning sunday pm arrived london meant spent  additional days london able fly netherlands told employees could arrange transfer back netherlands save receipts get refund costs hotel food transport refund flight tuesday going take flight released baggage gave us hotel voucher cancelled tuesday flight gave us going make travel back netherlands seems british airways claims  refund process non responsive already requested information  times compensation received nothing yet apart automated email saying could get small refund based missed flight ,positive
366,Not Verified |  Reasonably smooth boarding. Meal service was smooth ad efficient but no ice or spirits available as no room on the trolley - could they have offered to serve this afterwards? Seat was very uncomfortable indeed on this aircraft so got little if any sleep on the long overnight flight. Cabin crew spent much of the time between meals talking loudly at the rear galley meaning we couldn't sleep even if the seats were comfortable. This was so disrespectful and inconsiderate.,reasonably smooth boarding meal service smooth ad efficient ice spirits available room trolley  could offered serve afterwards seat uncomfortable indeed aircraft got little sleep long overnight flight cabin crew spent much time meals talking loudly rear galley meaning couldnt sleep even seats comfortable disrespectful inconsiderate,positive
367,"✅ Trip Verified |  Three flights, London to Reykjavik return and Frankfurt to London. Generally the flights were of an acceptable standard, though the seats and legroom are quite tight for a three-hour flight. The cabin crews were efficient and generally friendly. A big plus for BA was informative announcements from the cockpit, often missing on other airlines. Flights operated generally close to the advertised times. But BA was let down by chaotic check-in and boarding procedures. In preparation for each flight the number of check-in staff was one or at most two (in Frankfurt the lone check-in agent was also checking in Business Class passengers). Why are Economy class passengers boarded from the front and not from the back? This was standard across the three flights, but slowed down the boarding process immensely as people seated further back tried to get past forward seated passengers stowing their (enormous) cabin baggage. It would make much more sense to board people at the back first. And to enforce baggage rules so that cabin crew are not wandering up and down the cabin trying to find overhead space for the hapless passengers who boarded last. The small bottle of water and a half-full bag of crisps offered as a snack on a three-hour flight to Iceland was just tokenism and compared badly with what Air France offered on a subsequent short flight to Paris. At Reykjavik there was no departure lounge next to the gate -- passengers had to queue wherever they could in the corridor.",three flights london reykjavik return frankfurt london generally flights acceptable standard though seats legroom quite tight threehour flight cabin crews efficient generally friendly big plus ba informative announcements cockpit often missing airlines flights operated generally close advertised times ba let chaotic checkin boarding procedures preparation flight number checkin staff one two frankfurt lone checkin agent also checking business class passengers economy class passengers boarded front back standard across three flights slowed boarding process immensely people seated back tried get past forward seated passengers stowing enormous cabin baggage would make much sense board people back first enforce baggage rules cabin crew wandering cabin trying find overhead space hapless passengers boarded last small bottle water halffull bag crisps offered snack threehour flight iceland tokenism compared badly air france offered subsequent short flight paris reykjavik departure lounge next gate  passengers queue wherever could corridor,negative
368,✅ Trip Verified | Routine typical BA domestic shuttle flight. Nothing special. Departure five minutes early but no one to greet flight upon arrival hence a 30 minute delay. Crew were attentive and charming. Usual clean cut BA product that when it works well is fine.,routine typical ba domestic shuttle flight nothing special departure five minutes early one greet flight upon arrival hence  minute delay crew attentive charming usual clean cut ba product works well fine,positive
369,"✅ Trip Verified |  Over 1 week ago I cancelled 2 Club Europe flights due to testing positive for Covid the day before. They were booked many months ago and eligible for the Travel Voucher, so I opted for this online. Since then, absolute silence and BA pages state it might take up to a week (previous vouchers have been received within a few hours of cancellation). As a very loyal BA customer for more than 40 years, I am appalled at the absolute state of chaos that the airline now portrays. With a further 6 bookings with BA planned for the rest of 2022, I have to admit that travelling with them (ex LHR) has now become an absolute nightmare.", week ago cancelled  club europe flights due testing positive covid day booked many months ago eligible travel voucher opted online since absolute silence ba pages state might take week previous vouchers received within hours cancellation loyal ba customer  years appalled absolute state chaos airline portrays  bookings ba planned rest  admit travelling ex lhr become absolute nightmare,positive
370,Not Verified |  Flight delayed slightly due to luggage conveyor breaking down. Luggage never made it to Toronto and we filed a lost baggage report. Within 24 hours our luggage arrived in Toronto and a wonderful BA representative went down into the baggage loading area to retrieve it for me. Would definitely give BA a 5 star rating and have them again.,flight delayed slightly due luggage conveyor breaking luggage never made toronto filed lost baggage report within  hours luggage arrived toronto wonderful ba representative went baggage loading area retrieve would definitely give ba  star rating,positive
